"participant","block","trial","correct","latency"
56,"test.sc_dark.Darkbad","badleft",1,524
56,"test.sc_dark.Darkbad","badleft",1,571
56,"test.sc_dark.Darkbad","goodright",1,621
56,"test.sc_dark.Darkbad","goodright",1,662
59,"test.sc_dark.Darkbad","badleft",1,1544
59,"test.sc_dark.Darkbad","goodright",1,995
59,"test.sc_dark.Darkbad","darkleft",1,1169
59,"test.sc_dark.Darkbad","goodright",1,1951
59,"test.sc_dark.Darkbad","darkleft",1,889
59,"test.sc_dark.Darkbad","goodright",1,879
59,"test.sc_dark.Darkbad","darkleft",1,1798
59,"test.sc_dark.Darkbad","goodright",1,899
59,"test.sc_dark.Darkbad","goodright",1,796
59,"test.sc_dark.Darkbad","goodright",1,1082
59,"test.sc_dark.Darkbad","darkleft",1,816
59,"test.sc_dark.Darkbad","darkleft",1,1657
59,"test.sc_dark.Darkbad","darkleft",0,1889
59,"test.sc_dark.Darkbad","darkleft",1,585
59,"test.sc_dark.Darkbad","badleft",1,1045
59,"test.sc_dark.Darkbad","goodright",1,819
59,"test.sc_dark.Darkbad","darkleft",1,1175
59,"test.sc_dark.Darkbad","darkleft",1,1088
59,"test.sc_dark.Darkbad","goodright",1,910
59,"test.sc_dark.Darkbad","darkleft",1,1553
59,"test.sc_dark.Darkbad","darkleft",1,1391
59,"test.sc_dark.Darkbad","goodright",1,610
59,"test.sc_dark.Darkbad","goodright",1,723
59,"test.sc_dark.Darkbad","goodright",1,786
59,"test.sc_dark.Darkbad","goodright",1,734
59,"test.sc_dark.Darkbad","badleft",1,775
59,"test.sc_dark.Darkbad","darkleft",1,1720
59,"test.sc_dark.Darkbad","goodright",1,814
59,"test.sc_dark.Darkbad","badleft",1,735
59,"test.sc_dark.Darkbad","goodright",1,608
59,"test.sc_dark.Darkbad","badleft",1,743
59,"test.sc_dark.Darkbad","darkleft",1,1179
59,"test.sc_dark.Darkbad","badleft",1,1036
59,"test.sc_dark.Darkbad","goodright",1,591
59,"test.sc_dark.Darkbad","badleft",1,1171
59,"test.sc_dark.Darkbad","goodright",1,1660
59,"test.sc_dark.Darkbad","badleft",1,716
59,"test.sc_dark.Darkbad","badleft",1,1019
59,"test.sc_dark.Darkbad","darkleft",0,1526
59,"test.sc_dark.Darkbad","goodright",1,716
59,"test.sc_dark.Darkbad","darkleft",0,1386
59,"test.sc_dark.Darkbad","goodright",1,669
59,"test.sc_dark.Darkbad","goodright",1,577
59,"test.sc_dark.Darkbad","badleft",1,699
59,"test.sc_dark.Darkbad","goodright",1,740
59,"test.sc_dark.Darkbad","darkleft",1,896
59,"test.sc_dark.Darkbad","badleft",1,673
59,"test.sc_dark.Darkbad","badleft",1,797
59,"test.sc_dark.Darkbad","goodright",1,612
59,"test.sc_dark.Darkbad","badleft",1,805
59,"test.sc_dark.Darkbad","badleft",1,676
59,"test.sc_dark.Darkbad","badleft",1,751
59,"test.sc_dark.Darkbad","goodright",1,740
59,"test.sc_dark.Darkbad","goodright",1,1237
59,"test.sc_dark.Darkbad","darkleft",1,715
59,"test.sc_dark.Darkbad","darkleft",1,665
59,"test.sc_dark.Darkbad","goodright",1,678
59,"test.sc_dark.Darkbad","badleft",1,924
59,"test.sc_dark.Darkbad","badleft",1,611
59,"test.sc_dark.Darkbad","goodright",1,612
59,"test.sc_dark.Darkbad","goodright",1,725
59,"test.sc_dark.Darkbad","goodright",1,756
59,"test.sc_dark.Darkbad","goodright",1,603
59,"test.sc_dark.Darkbad","badleft",1,618
59,"test.sc_dark.Darkbad","badleft",1,851
59,"test.sc_dark.Darkbad","badleft",1,652
59,"test.sc_dark.Darkbad","darkleft",1,910
59,"test.sc_dark.Darkbad","darkleft",1,1121
59,"test.sc_dark.Darkbad","goodright",1,1648
59,"test.sc_dark.Darkbad","badleft",1,741
59,"test.sc_dark.Darkbad","goodright",1,766
59,"test.sc_dark.Darkbad","darkleft",1,743
59,"test.sc_dark.Darkgood","badleft",1,1057
59,"test.sc_dark.Darkgood","badleft",1,602
59,"test.sc_dark.Darkgood","darkright",1,617
59,"test.sc_dark.Darkgood","badleft",1,1370
59,"test.sc_dark.Darkgood","goodright",1,567
59,"test.sc_dark.Darkgood","goodright",1,479
59,"test.sc_dark.Darkgood","goodright",1,590
59,"test.sc_dark.Darkgood","badleft",1,554
59,"test.sc_dark.Darkgood","badleft",1,662
59,"test.sc_dark.Darkgood","darkright",1,666
59,"test.sc_dark.Darkgood","darkright",1,454
59,"test.sc_dark.Darkgood","badleft",1,640
59,"test.sc_dark.Darkgood","goodright",1,1071
59,"test.sc_dark.Darkgood","darkright",0,1026
59,"test.sc_dark.Darkgood","goodright",1,798
59,"test.sc_dark.Darkgood","darkright",1,748
59,"test.sc_dark.Darkgood","badleft",1,920
59,"test.sc_dark.Darkgood","badleft",1,863
59,"test.sc_dark.Darkgood","goodright",1,751
59,"test.sc_dark.Darkgood","darkright",0,838
59,"test.sc_dark.Darkgood","darkright",1,941
59,"test.sc_dark.Darkgood","badleft",1,814
59,"test.sc_dark.Darkgood","badleft",1,751
59,"test.sc_dark.Darkgood","darkright",1,550
59,"test.sc_dark.Darkgood","badleft",1,666
59,"test.sc_dark.Darkgood","goodright",1,606
59,"test.sc_dark.Darkgood","darkright",1,791
59,"test.sc_dark.Darkgood","badleft",1,651
59,"test.sc_dark.Darkgood","darkright",1,765
59,"test.sc_dark.Darkgood","goodright",1,1131
59,"test.sc_dark.Darkgood","darkright",1,572
59,"test.sc_dark.Darkgood","badleft",1,941
59,"test.sc_dark.Darkgood","badleft",1,583
59,"test.sc_dark.Darkgood","darkright",1,627
59,"test.sc_dark.Darkgood","badleft",1,623
59,"test.sc_dark.Darkgood","goodright",1,611
59,"test.sc_dark.Darkgood","goodright",1,692
59,"test.sc_dark.Darkgood","badleft",1,638
59,"test.sc_dark.Darkgood","badleft",1,709
59,"test.sc_dark.Darkgood","darkright",1,633
59,"test.sc_dark.Darkgood","darkright",1,569
59,"test.sc_dark.Darkgood","badleft",1,641
59,"test.sc_dark.Darkgood","darkright",1,1184
59,"test.sc_dark.Darkgood","badleft",1,883
59,"test.sc_dark.Darkgood","goodright",1,617
59,"test.sc_dark.Darkgood","badleft",1,579
59,"test.sc_dark.Darkgood","badleft",1,652
59,"test.sc_dark.Darkgood","goodright",1,558
59,"test.sc_dark.Darkgood","badleft",1,717
59,"test.sc_dark.Darkgood","goodright",1,604
59,"test.sc_dark.Darkgood","badleft",1,634
59,"test.sc_dark.Darkgood","darkright",1,609
59,"test.sc_dark.Darkgood","badleft",1,626
59,"test.sc_dark.Darkgood","darkright",1,735
59,"test.sc_dark.Darkgood","badleft",1,608
59,"test.sc_dark.Darkgood","darkright",1,785
59,"test.sc_dark.Darkgood","goodright",1,621
59,"test.sc_dark.Darkgood","goodright",1,599
59,"test.sc_dark.Darkgood","badleft",1,574
59,"test.sc_dark.Darkgood","darkright",1,599
59,"test.sc_dark.Darkgood","goodright",1,638
59,"test.sc_dark.Darkgood","badleft",1,533
59,"test.sc_dark.Darkgood","goodright",0,878
59,"test.sc_dark.Darkgood","badleft",1,861
59,"test.sc_dark.Darkgood","goodright",1,638
59,"test.sc_dark.Darkgood","goodright",1,549
59,"test.sc_dark.Darkgood","goodright",1,609
59,"test.sc_dark.Darkgood","darkright",1,562
59,"test.sc_dark.Darkgood","badleft",1,561
59,"test.sc_dark.Darkgood","badleft",1,800
59,"test.sc_dark.Darkgood","darkright",1,575
59,"test.sc_dark.Darkgood","goodright",1,1360
60,"test.sc_dark.Darkbad","badleft",1,899
60,"test.sc_dark.Darkbad","goodright",1,652
60,"test.sc_dark.Darkbad","badleft",1,709
60,"test.sc_dark.Darkbad","goodright",1,618
60,"test.sc_dark.Darkbad","darkleft",1,1030
60,"test.sc_dark.Darkbad","goodright",1,825
60,"test.sc_dark.Darkbad","darkleft",1,725
60,"test.sc_dark.Darkbad","badleft",1,6044
60,"test.sc_dark.Darkbad","darkleft",1,906
60,"test.sc_dark.Darkbad","badleft",1,950
60,"test.sc_dark.Darkbad","goodright",1,5337
60,"test.sc_dark.Darkbad","darkleft",1,604
60,"test.sc_dark.Darkbad","darkleft",1,586
60,"test.sc_dark.Darkbad","goodright",1,631
60,"test.sc_dark.Darkbad","darkleft",1,926
60,"test.sc_dark.Darkbad","badleft",1,708
60,"test.sc_dark.Darkbad","badleft",1,504
60,"test.sc_dark.Darkbad","goodright",1,732
60,"test.sc_dark.Darkbad","darkleft",1,3813
60,"test.sc_dark.Darkbad","goodright",1,759
60,"test.sc_dark.Darkbad","darkleft",1,678
60,"test.sc_dark.Darkbad","badleft",1,1285
60,"test.sc_dark.Darkbad","darkleft",1,1003
60,"test.sc_dark.Darkbad","darkleft",1,497
60,"test.sc_dark.Darkbad","goodright",1,675
60,"test.sc_dark.Darkbad","darkleft",1,489
60,"test.sc_dark.Darkbad","darkleft",1,483
60,"test.sc_dark.Darkbad","darkleft",1,354
60,"test.sc_dark.Darkbad","goodright",1,1399
60,"test.sc_dark.Darkbad","goodright",1,628
60,"test.sc_dark.Darkbad","goodright",1,664
60,"test.sc_dark.Darkbad","goodright",1,628
60,"test.sc_dark.Darkbad","darkleft",1,576
60,"test.sc_dark.Darkbad","goodright",1,602
60,"test.sc_dark.Darkbad","darkleft",1,3897
60,"test.sc_dark.Darkbad","badleft",1,1605
60,"test.sc_dark.Darkbad","darkleft",1,434
60,"test.sc_dark.Darkbad","goodright",0,495
60,"test.sc_dark.Darkbad","goodright",1,1033
60,"test.sc_dark.Darkbad","darkleft",1,1239
60,"test.sc_dark.Darkbad","badleft",1,949
60,"test.sc_dark.Darkbad","goodright",1,1129
60,"test.sc_dark.Darkbad","badleft",1,791
60,"test.sc_dark.Darkbad","goodright",1,602
60,"test.sc_dark.Darkbad","goodright",1,649
60,"test.sc_dark.Darkbad","badleft",1,659
60,"test.sc_dark.Darkbad","goodright",1,708
60,"test.sc_dark.Darkbad","badleft",1,1056
60,"test.sc_dark.Darkbad","badleft",1,3441
60,"test.sc_dark.Darkbad","goodright",1,1035
60,"test.sc_dark.Darkbad","badleft",1,567
60,"test.sc_dark.Darkbad","badleft",1,670
60,"test.sc_dark.Darkbad","badleft",1,586
60,"test.sc_dark.Darkbad","goodright",1,926
60,"test.sc_dark.Darkbad","goodright",1,2644
60,"test.sc_dark.Darkbad","goodright",1,680
60,"test.sc_dark.Darkbad","badleft",1,551
60,"test.sc_dark.Darkbad","goodright",1,1035
60,"test.sc_dark.Darkbad","badleft",1,7142
60,"test.sc_dark.Darkbad","goodright",1,1046
60,"test.sc_dark.Darkbad","goodright",1,2284
60,"test.sc_dark.Darkbad","darkleft",1,513
60,"test.sc_dark.Darkbad","badleft",1,725
60,"test.sc_dark.Darkbad","goodright",1,1004
60,"test.sc_dark.Darkbad","goodright",1,770
60,"test.sc_dark.Darkbad","badleft",1,603
60,"test.sc_dark.Darkbad","darkleft",1,658
60,"test.sc_dark.Darkbad","badleft",1,635
60,"test.sc_dark.Darkbad","darkleft",1,474
60,"test.sc_dark.Darkbad","goodright",1,575
60,"test.sc_dark.Darkbad","darkleft",1,648
60,"test.sc_dark.Darkbad","goodright",1,1023
60,"test.sc_dark.Darkgood","darkright",1,927
60,"test.sc_dark.Darkgood","badleft",1,710
60,"test.sc_dark.Darkgood","badleft",1,642
60,"test.sc_dark.Darkgood","badleft",1,833
60,"test.sc_dark.Darkgood","badleft",1,1229
60,"test.sc_dark.Darkgood","goodright",1,616
60,"test.sc_dark.Darkgood","badleft",1,609
60,"test.sc_dark.Darkgood","badleft",1,587
60,"test.sc_dark.Darkgood","darkright",1,527
60,"test.sc_dark.Darkgood","goodright",1,1022
60,"test.sc_dark.Darkgood","darkright",1,1321
60,"test.sc_dark.Darkgood","badleft",1,1999
60,"test.sc_dark.Darkgood","goodright",1,684
60,"test.sc_dark.Darkgood","goodright",1,755
60,"test.sc_dark.Darkgood","goodright",1,599
60,"test.sc_dark.Darkgood","badleft",0,398
60,"test.sc_dark.Darkgood","darkright",1,2045
60,"test.sc_dark.Darkgood","badleft",1,1265
60,"test.sc_dark.Darkgood","goodright",1,628
60,"test.sc_dark.Darkgood","badleft",1,641
60,"test.sc_dark.Darkgood","badleft",1,855
60,"test.sc_dark.Darkgood","badleft",1,569
60,"test.sc_dark.Darkgood","darkright",1,674
60,"test.sc_dark.Darkgood","goodright",1,718
60,"test.sc_dark.Darkgood","goodright",1,1181
60,"test.sc_dark.Darkgood","badleft",1,2734
60,"test.sc_dark.Darkgood","darkright",1,564
60,"test.sc_dark.Darkgood","badleft",1,7738
60,"test.sc_dark.Darkgood","goodright",1,607
60,"test.sc_dark.Darkgood","goodright",1,2741
60,"test.sc_dark.Darkgood","badleft",1,596
60,"test.sc_dark.Darkgood","goodright",1,706
60,"test.sc_dark.Darkgood","badleft",1,591
60,"test.sc_dark.Darkgood","darkright",1,706
60,"test.sc_dark.Darkgood","darkright",1,567
60,"test.sc_dark.Darkgood","badleft",1,846
60,"test.sc_dark.Darkgood","darkright",1,503
60,"test.sc_dark.Darkgood","goodright",1,1611
60,"test.sc_dark.Darkgood","badleft",1,3171
60,"test.sc_dark.Darkgood","badleft",1,598
60,"test.sc_dark.Darkgood","darkright",1,1037
60,"test.sc_dark.Darkgood","darkright",1,427
60,"test.sc_dark.Darkgood","badleft",1,1207
60,"test.sc_dark.Darkgood","badleft",1,597
60,"test.sc_dark.Darkgood","badleft",1,596
60,"test.sc_dark.Darkgood","darkright",1,555
60,"test.sc_dark.Darkgood","goodright",1,671
60,"test.sc_dark.Darkgood","badleft",1,627
60,"test.sc_dark.Darkgood","badleft",1,639
60,"test.sc_dark.Darkgood","goodright",1,958
60,"test.sc_dark.Darkgood","badleft",1,900
60,"test.sc_dark.Darkgood","darkright",1,552
60,"test.sc_dark.Darkgood","goodright",1,892
60,"test.sc_dark.Darkgood","badleft",1,917
60,"test.sc_dark.Darkgood","darkright",1,612
60,"test.sc_dark.Darkgood","darkright",1,669
60,"test.sc_dark.Darkgood","badleft",1,1465
60,"test.sc_dark.Darkgood","badleft",1,620
60,"test.sc_dark.Darkgood","goodright",1,774
60,"test.sc_dark.Darkgood","darkright",1,631
60,"test.sc_dark.Darkgood","badleft",1,3803
60,"test.sc_dark.Darkgood","badleft",1,645
60,"test.sc_dark.Darkgood","darkright",1,622
60,"test.sc_dark.Darkgood","goodright",0,9106
60,"test.sc_dark.Darkgood","goodright",1,1119
60,"test.sc_dark.Darkgood","darkright",1,717
60,"test.sc_dark.Darkgood","darkright",1,1452
60,"test.sc_dark.Darkgood","goodright",0,652
60,"test.sc_dark.Darkgood","darkright",0,1325
60,"test.sc_dark.Darkgood","goodright",1,1315
60,"test.sc_dark.Darkgood","darkright",1,2441
60,"test.sc_dark.Darkgood","goodright",1,2981
63,"test.sc_dark.Darkgood","badleft",1,613
63,"test.sc_dark.Darkgood","goodright",1,695
63,"test.sc_dark.Darkgood","badleft",1,768
63,"test.sc_dark.Darkgood","darkright",1,769
63,"test.sc_dark.Darkgood","goodright",1,555
63,"test.sc_dark.Darkgood","badleft",1,1231
63,"test.sc_dark.Darkgood","darkright",1,658
63,"test.sc_dark.Darkgood","goodright",1,1115
63,"test.sc_dark.Darkgood","darkright",1,841
63,"test.sc_dark.Darkgood","goodright",1,512
63,"test.sc_dark.Darkgood","badleft",1,588
63,"test.sc_dark.Darkgood","darkright",1,416
63,"test.sc_dark.Darkgood","goodright",1,642
63,"test.sc_dark.Darkgood","badleft",1,537
63,"test.sc_dark.Darkgood","goodright",1,443
63,"test.sc_dark.Darkgood","badleft",1,730
63,"test.sc_dark.Darkgood","goodright",1,675
63,"test.sc_dark.Darkgood","badleft",1,615
63,"test.sc_dark.Darkgood","goodright",1,521
63,"test.sc_dark.Darkgood","badleft",1,679
63,"test.sc_dark.Darkgood","badleft",1,750
63,"test.sc_dark.Darkgood","darkright",1,770
63,"test.sc_dark.Darkgood","badleft",1,891
63,"test.sc_dark.Darkgood","badleft",1,573
63,"test.sc_dark.Darkgood","badleft",1,718
63,"test.sc_dark.Darkgood","darkright",1,701
63,"test.sc_dark.Darkgood","goodright",1,542
63,"test.sc_dark.Darkgood","goodright",1,511
63,"test.sc_dark.Darkgood","darkright",1,654
63,"test.sc_dark.Darkgood","badleft",1,688
63,"test.sc_dark.Darkgood","goodright",1,543
63,"test.sc_dark.Darkgood","badleft",1,587
63,"test.sc_dark.Darkgood","goodright",1,567
63,"test.sc_dark.Darkgood","badleft",1,590
63,"test.sc_dark.Darkgood","goodright",1,530
63,"test.sc_dark.Darkgood","badleft",1,620
63,"test.sc_dark.Darkgood","darkright",1,616
63,"test.sc_dark.Darkgood","badleft",1,650
63,"test.sc_dark.Darkgood","badleft",1,611
63,"test.sc_dark.Darkgood","darkright",1,604
63,"test.sc_dark.Darkgood","badleft",1,563
63,"test.sc_dark.Darkgood","darkright",1,658
63,"test.sc_dark.Darkgood","badleft",1,964
63,"test.sc_dark.Darkgood","darkright",1,602
63,"test.sc_dark.Darkgood","badleft",1,633
63,"test.sc_dark.Darkgood","darkright",1,343
63,"test.sc_dark.Darkgood","badleft",1,636
63,"test.sc_dark.Darkgood","goodright",1,571
63,"test.sc_dark.Darkgood","darkright",1,604
63,"test.sc_dark.Darkgood","darkright",1,382
63,"test.sc_dark.Darkgood","darkright",1,570
63,"test.sc_dark.Darkgood","badleft",1,1028
63,"test.sc_dark.Darkgood","goodright",1,599
63,"test.sc_dark.Darkgood","badleft",1,614
63,"test.sc_dark.Darkgood","badleft",0,360
63,"test.sc_dark.Darkgood","goodright",1,975
63,"test.sc_dark.Darkgood","darkright",0,400
63,"test.sc_dark.Darkgood","goodright",1,1319
63,"test.sc_dark.Darkgood","goodright",1,869
63,"test.sc_dark.Darkgood","badleft",1,609
63,"test.sc_dark.Darkgood","badleft",1,1143
63,"test.sc_dark.Darkgood","goodright",1,595
63,"test.sc_dark.Darkgood","goodright",1,471
63,"test.sc_dark.Darkgood","darkright",1,774
63,"test.sc_dark.Darkgood","badleft",1,591
63,"test.sc_dark.Darkgood","darkright",1,502
63,"test.sc_dark.Darkgood","badleft",1,1095
63,"test.sc_dark.Darkgood","goodright",1,601
63,"test.sc_dark.Darkgood","darkright",1,1255
63,"test.sc_dark.Darkgood","darkright",1,400
63,"test.sc_dark.Darkgood","darkright",1,351
63,"test.sc_dark.Darkgood","badleft",1,996
63,"test.sc_dark.Darkbad","goodright",1,700
63,"test.sc_dark.Darkbad","badleft",1,533
63,"test.sc_dark.Darkbad","goodright",1,566
63,"test.sc_dark.Darkbad","badleft",1,629
63,"test.sc_dark.Darkbad","goodright",1,649
63,"test.sc_dark.Darkbad","goodright",1,459
63,"test.sc_dark.Darkbad","darkleft",1,647
63,"test.sc_dark.Darkbad","goodright",1,726
63,"test.sc_dark.Darkbad","goodright",1,605
63,"test.sc_dark.Darkbad","goodright",1,668
63,"test.sc_dark.Darkbad","badleft",1,664
63,"test.sc_dark.Darkbad","goodright",1,620
63,"test.sc_dark.Darkbad","darkleft",1,632
63,"test.sc_dark.Darkbad","goodright",1,596
63,"test.sc_dark.Darkbad","badleft",1,635
63,"test.sc_dark.Darkbad","darkleft",1,602
63,"test.sc_dark.Darkbad","badleft",1,592
63,"test.sc_dark.Darkbad","goodright",1,517
63,"test.sc_dark.Darkbad","darkleft",1,444
63,"test.sc_dark.Darkbad","badleft",0,563
63,"test.sc_dark.Darkbad","badleft",0,682
63,"test.sc_dark.Darkbad","goodright",1,952
63,"test.sc_dark.Darkbad","goodright",1,996
63,"test.sc_dark.Darkbad","badleft",1,551
63,"test.sc_dark.Darkbad","badleft",1,676
63,"test.sc_dark.Darkbad","goodright",1,779
63,"test.sc_dark.Darkbad","darkleft",1,590
63,"test.sc_dark.Darkbad","badleft",1,715
63,"test.sc_dark.Darkbad","darkleft",1,417
63,"test.sc_dark.Darkbad","badleft",1,475
63,"test.sc_dark.Darkbad","goodright",1,615
63,"test.sc_dark.Darkbad","badleft",1,641
63,"test.sc_dark.Darkbad","goodright",1,888
63,"test.sc_dark.Darkbad","badleft",1,758
63,"test.sc_dark.Darkbad","goodright",1,549
63,"test.sc_dark.Darkbad","badleft",1,1025
63,"test.sc_dark.Darkbad","darkleft",1,428
63,"test.sc_dark.Darkbad","darkleft",1,353
63,"test.sc_dark.Darkbad","goodright",1,637
63,"test.sc_dark.Darkbad","darkleft",1,844
63,"test.sc_dark.Darkbad","goodright",1,579
63,"test.sc_dark.Darkbad","badleft",1,660
63,"test.sc_dark.Darkbad","badleft",1,534
63,"test.sc_dark.Darkbad","goodright",1,559
63,"test.sc_dark.Darkbad","goodright",1,638
63,"test.sc_dark.Darkbad","goodright",1,701
63,"test.sc_dark.Darkbad","badleft",1,606
63,"test.sc_dark.Darkbad","darkleft",1,632
63,"test.sc_dark.Darkbad","badleft",1,644
63,"test.sc_dark.Darkbad","badleft",1,595
63,"test.sc_dark.Darkbad","darkleft",1,633
63,"test.sc_dark.Darkbad","darkleft",1,792
63,"test.sc_dark.Darkbad","darkleft",1,511
63,"test.sc_dark.Darkbad","badleft",1,571
63,"test.sc_dark.Darkbad","darkleft",1,517
63,"test.sc_dark.Darkbad","darkleft",1,540
63,"test.sc_dark.Darkbad","goodright",1,621
63,"test.sc_dark.Darkbad","goodright",1,623
63,"test.sc_dark.Darkbad","darkleft",1,555
63,"test.sc_dark.Darkbad","goodright",1,583
63,"test.sc_dark.Darkbad","goodright",1,571
63,"test.sc_dark.Darkbad","darkleft",1,541
63,"test.sc_dark.Darkbad","goodright",1,543
63,"test.sc_dark.Darkbad","goodright",1,563
63,"test.sc_dark.Darkbad","darkleft",1,450
63,"test.sc_dark.Darkbad","goodright",1,603
63,"test.sc_dark.Darkbad","darkleft",1,786
63,"test.sc_dark.Darkbad","badleft",1,646
63,"test.sc_dark.Darkbad","darkleft",0,448
63,"test.sc_dark.Darkbad","goodright",1,791
63,"test.sc_dark.Darkbad","darkleft",1,514
63,"test.sc_dark.Darkbad","goodright",1,583
64,"test.sc_dark.Darkbad","badleft",1,730
64,"test.sc_dark.Darkbad","badleft",1,851
64,"test.sc_dark.Darkbad","goodright",1,933
64,"test.sc_dark.Darkbad","darkleft",1,1933
64,"test.sc_dark.Darkbad","goodright",1,893
64,"test.sc_dark.Darkbad","badleft",1,1062
64,"test.sc_dark.Darkbad","darkleft",1,601
64,"test.sc_dark.Darkbad","goodright",1,1360
64,"test.sc_dark.Darkbad","goodright",1,446
64,"test.sc_dark.Darkbad","darkleft",1,512
64,"test.sc_dark.Darkbad","badleft",1,2708
64,"test.sc_dark.Darkbad","goodright",1,765
64,"test.sc_dark.Darkbad","darkleft",1,982
64,"test.sc_dark.Darkbad","badleft",1,1151
64,"test.sc_dark.Darkbad","badleft",1,2563
64,"test.sc_dark.Darkbad","badleft",1,694
64,"test.sc_dark.Darkbad","goodright",0,408
64,"test.sc_dark.Darkbad","badleft",1,999
64,"test.sc_dark.Darkbad","badleft",1,749
64,"test.sc_dark.Darkbad","darkleft",1,857
64,"test.sc_dark.Darkbad","goodright",1,890
64,"test.sc_dark.Darkbad","goodright",1,459
64,"test.sc_dark.Darkbad","goodright",1,493
64,"test.sc_dark.Darkbad","darkleft",1,639
64,"test.sc_dark.Darkbad","goodright",1,741
64,"test.sc_dark.Darkbad","badleft",1,687
64,"test.sc_dark.Darkbad","goodright",1,558
64,"test.sc_dark.Darkbad","goodright",1,620
64,"test.sc_dark.Darkbad","darkleft",1,768
64,"test.sc_dark.Darkbad","badleft",1,975
64,"test.sc_dark.Darkbad","darkleft",1,496
64,"test.sc_dark.Darkbad","darkleft",1,506
64,"test.sc_dark.Darkbad","goodright",1,726
64,"test.sc_dark.Darkbad","badleft",1,917
64,"test.sc_dark.Darkbad","darkleft",1,883
64,"test.sc_dark.Darkbad","goodright",1,793
64,"test.sc_dark.Darkbad","darkleft",1,496
64,"test.sc_dark.Darkbad","darkleft",1,770
64,"test.sc_dark.Darkbad","goodright",1,1435
64,"test.sc_dark.Darkbad","darkleft",1,680
64,"test.sc_dark.Darkbad","badleft",1,735
64,"test.sc_dark.Darkbad","goodright",1,632
64,"test.sc_dark.Darkbad","goodright",1,877
64,"test.sc_dark.Darkbad","goodright",1,939
64,"test.sc_dark.Darkbad","goodright",1,668
64,"test.sc_dark.Darkbad","goodright",1,1056
64,"test.sc_dark.Darkbad","goodright",1,625
64,"test.sc_dark.Darkbad","goodright",1,733
64,"test.sc_dark.Darkbad","darkleft",1,846
64,"test.sc_dark.Darkbad","darkleft",1,487
64,"test.sc_dark.Darkbad","darkleft",1,449
64,"test.sc_dark.Darkbad","darkleft",1,363
64,"test.sc_dark.Darkbad","goodright",1,1522
64,"test.sc_dark.Darkbad","goodright",1,528
64,"test.sc_dark.Darkbad","goodright",1,510
64,"test.sc_dark.Darkbad","darkleft",1,690
64,"test.sc_dark.Darkbad","badleft",0,964
64,"test.sc_dark.Darkbad","goodright",1,1506
64,"test.sc_dark.Darkbad","badleft",1,2941
64,"test.sc_dark.Darkbad","darkleft",0,1054
64,"test.sc_dark.Darkbad","darkleft",1,1975
64,"test.sc_dark.Darkbad","badleft",1,1006
64,"test.sc_dark.Darkbad","goodright",1,1276
64,"test.sc_dark.Darkbad","goodright",1,495
64,"test.sc_dark.Darkbad","badleft",1,1025
64,"test.sc_dark.Darkbad","badleft",1,709
64,"test.sc_dark.Darkbad","badleft",1,817
64,"test.sc_dark.Darkbad","goodright",1,850
64,"test.sc_dark.Darkbad","darkleft",1,1266
64,"test.sc_dark.Darkbad","badleft",1,1822
64,"test.sc_dark.Darkbad","badleft",1,430
64,"test.sc_dark.Darkbad","goodright",1,650
64,"test.sc_dark.Darkgood","darkright",1,1568
64,"test.sc_dark.Darkgood","darkright",1,568
64,"test.sc_dark.Darkgood","badleft",1,871
64,"test.sc_dark.Darkgood","goodright",1,707
64,"test.sc_dark.Darkgood","darkright",1,758
64,"test.sc_dark.Darkgood","goodright",1,973
64,"test.sc_dark.Darkgood","goodright",1,622
64,"test.sc_dark.Darkgood","badleft",1,994
64,"test.sc_dark.Darkgood","goodright",1,774
64,"test.sc_dark.Darkgood","badleft",1,1335
64,"test.sc_dark.Darkgood","goodright",1,568
64,"test.sc_dark.Darkgood","badleft",1,719
64,"test.sc_dark.Darkgood","badleft",1,1045
64,"test.sc_dark.Darkgood","badleft",1,1843
64,"test.sc_dark.Darkgood","darkright",1,664
64,"test.sc_dark.Darkgood","goodright",1,1196
64,"test.sc_dark.Darkgood","darkright",1,378
64,"test.sc_dark.Darkgood","goodright",1,1012
64,"test.sc_dark.Darkgood","darkright",1,461
64,"test.sc_dark.Darkgood","goodright",1,815
64,"test.sc_dark.Darkgood","goodright",1,888
64,"test.sc_dark.Darkgood","goodright",1,558
64,"test.sc_dark.Darkgood","goodright",1,405
64,"test.sc_dark.Darkgood","badleft",1,892
64,"test.sc_dark.Darkgood","goodright",1,709
64,"test.sc_dark.Darkgood","badleft",1,858
64,"test.sc_dark.Darkgood","goodright",1,915
64,"test.sc_dark.Darkgood","goodright",1,782
64,"test.sc_dark.Darkgood","darkright",1,706
64,"test.sc_dark.Darkgood","badleft",1,742
64,"test.sc_dark.Darkgood","darkright",1,762
64,"test.sc_dark.Darkgood","badleft",1,849
64,"test.sc_dark.Darkgood","badleft",1,887
64,"test.sc_dark.Darkgood","badleft",1,566
64,"test.sc_dark.Darkgood","badleft",1,557
64,"test.sc_dark.Darkgood","darkright",1,675
64,"test.sc_dark.Darkgood","badleft",1,743
64,"test.sc_dark.Darkgood","badleft",1,996
64,"test.sc_dark.Darkgood","goodright",1,1119
64,"test.sc_dark.Darkgood","badleft",1,661
64,"test.sc_dark.Darkgood","badleft",1,1295
64,"test.sc_dark.Darkgood","badleft",1,951
64,"test.sc_dark.Darkgood","goodright",1,787
